SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
5534,2591655,Yes,78,30,E1,66.67,73.61,4.17,No,Yes,Male,Employee Referral,3,ERS,Chennai,25,1
5535,2591857,No,3,60,E3,36.11,41.67,4.08,No,No,Male,Employee Referral,4,INFRA,Chennai,30,1
5536,2592249,Yes,0,30,E2,64.93,203.82,84.21,No,No,Male,Employee Referral,1,INFRA,Noida,26,1
5537,2592649,No,0,30,E1,25,25,0,No,No,Female,Employee Referral,1,INFRA,Noida,24,1
5538,2593839,No,31,30,E1,81.82,81.82,0,No,No,Male,Direct,3,BFSI,Bangalore,30,1
5539,2593842,No,5,45,E1,36.36,45.45,6.67,No,Yes,Male,Direct,2,ERS,Chennai,24,1
5540,2593844,No,0,30,E1,0,0,0,No,No,Male,Direct,3,BFSI,Bangalore,26,1
5542,2593882,Yes,6,30,E2,30,30,0,No,No,Male,Direct,4,ETS,Mumbai,34,0
5543,2593886,No,7,30,E1,75,50,-14.29,No,No,Male,Employee Referral,3,CSMP,Bangalore,26,1
5544,2593901,No,10,30,E1,52.17,25,-17.86,No,No,Male,Agency,3,ERS,Chennai,26,0
5545,2593903,No,18,30,E1,24.28,14.72,-7.69,No,No,Female,Agency,6,BFSI,Chennai,32,1
5546,2593929,No,1,45,E2,33.33,88.89,41.67,No,No,Male,Agency,8,ERS,Noida,30,1
5547,2593931,No,28,30,E1,19.05,19.05,0,No,No,Male,Direct,3,AXON,Kolkata,28,1
5548,2593938,No,1,30,E1,3.9,42.86,37.5,No,No,Female,Agency,1,INFRA,Bangalore,25,0
5549,2593947,No,63,30,E3,33.33,33.33,0,No,Yes,Male,Direct,5,INFRA,Noida,31,1
5550,2593949,Yes,2,90,E1,61.29,77.42,10,No,No,Male,Direct,2,ERS,Bangalore,25,0
5552,2593959,Yes,67,45,E1,100,50,-25,No,No,Male,Direct,4,CSMP,Chennai,29,1
5553,2593962,Yes,35,60,E2,57.14,50,-4.55,No,No,Male,Direct,2,INFRA,Noida,28,1
5554,2593965,No,80,30,E2,33.33,32.5,-0.63,No,No,Male,Agency,8,INFRA,Chennai,33,0
5555,2593969,No,0,60,E2,44.89,44.89,0,No,No,Male,Direct,5,INFRA,Noida,29,1
5556,2593976,Yes,0,30,E2,44.44,-11.11,-38.46,No,No,Male,Direct,3,INFRA,Noida,31,1
5557,2593977,Yes,10,30,E2,17.86,14.29,-3.03,No,No,Male,Agency,8,AXON,Noida,33,1
5558,2593985,No,36,60,E1,25,42.05,13.64,No,Yes,Male,Agency,3,ERS,Chennai,28,1
5559,2593987,Yes,96,90,E1,36.36,36.36,0,No,Yes,Female,Direct,3,AXON,Noida,26,1
5560,2593990,No,33,30,E1,86.05,86.05,0,No,No,Male,Direct,6,ETS,Noida,34,1
5563,2594032,Yes,44,60,E3,26.32,15.79,-8.33,No,No,Male,Agency,6,INFRA,Noida,37,1
5564,2594050,No,2,90,E3,83.33,50,-18.18,No,No,Male,Agency,5,INFRA,Noida,30,0
5565,2594061,No,8,30,E1,11.54,11.54,0,No,No,Male,Direct,4,ETS,Chennai,29,1
5566,2594077,Yes,18,30,E1,66.67,33.33,-20,No,No,Female,Direct,2,ERS,Bangalore,26,1
5568,2594122,Yes,0,30,E1,8.33,8.33,0,No,No,Male,Direct,3,ETS,Chennai,27,1
5569,2594165,Yes,14,30,E1,28.57,28.57,0,No,No,Male,Direct,3,BFSI,Bangalore,24,1
5570,2594187,Yes,10,30,E2,21.43,21.43,0,No,No,Male,Employee Referral,5,INFRA,Chennai,34,1
5571,2594191,Yes,73,60,E1,78.57,56.25,-12.5,No,No,Male,Direct,3,ERS,Chennai,25,0
5572,2594271,Yes,34,30,E2,15.38,15.38,0,No,No,Male,Direct,7,ETS,Chennai,31,1
5573,2594272,No,28,30,E2,30.26,30.26,0,No,No,Male,Agency,3,INFRA,Noida,29,1
5574,2594323,No,1,30,E1,54.06,40.06,-9.09,No,No,Male,Direct,4,BFSI,Chennai,30,1
5575,2594324,Yes,1,30,E1,38.89,38.89,0,No,No,Male,Agency,4,ERS,Noida,25,1
5578,2594382,No,18,60,E1,33.33,100,50,No,No,Male,Agency,3,ERS,Hyderabad,30,1
5579,2594401,Yes,31,30,E1,66.67,120,32,No,No,Male,Direct,4,INFRA,Noida,26,1
5580,2594412,No,2,60,E3,20,25,4.17,No,No,Male,Direct,6,INFRA,Noida,28,1
5581,2594417,Yes,17,30,E2,42.86,42.86,0,No,No,Female,Direct,3,INFRA,Bangalore,26,1
5582,2594429,No,1,30,E1,66.67,16.67,-30,No,No,Male,Direct,3,ERS,Hyderabad,26,1
5583,2594451,No,13,30,E1,138.1,102.38,-15,No,No,Male,Direct,2,CSMP,Noida,28,1
5584,2594497,No,7,30,E2,17.49,12.27,-4.44,No,No,Male,Employee Referral,9,BFSI,Chennai,33,0
5585,2594526,No,5,30,E1,35.95,20.54,-11.33,No,No,Male,Direct,2,CSMP,Noida,28,1
5586,2594559,Yes,10,30,E1,20,20,0,No,No,Male,Direct,2,INFRA,Noida,29,1
5588,2594630,Yes,83,30,E1,66.67,52.78,-8.33,No,No,Female,Employee Referral,4,ERS,Chennai,25,1
5589,2594666,No,5,30,E1,37.5,33.33,-3.03,No,No,Male,Direct,4,CSMP,Noida,26,1
5590,2594690,Yes,5,30,E2,42.86,42.86,0,No,No,Male,Direct,4,INFRA,Noida,28,1
5592,2594749,Yes,1,30,E1,33.33,66.67,25,No,No,Female,Direct,2,INFRA,Bangalore,25,0
5593,2594817,No,18,90,E1,48.57,44.57,-2.69,No,No,Male,Direct,4,ERS,Chennai,29,0
5594,2594854,Yes,4,60,E2,47.65,47.65,0,No,Yes,Male,Employee Referral,6,EAS,Noida,30,1
5595,2594940,Yes,3,30,E1,29.31,25.86,-2.67,No,No,Male,Direct,4,ETS,Bangalore,27,0
5596,2595744,Yes,10,60,E3,75,125,28.57,No,No,Male,Employee Referral,13,INFRA,Chennai,40,1
5597,2595764,Yes,0,30,E1,66.67,28.57,-22.86,No,No,Male,Employee Referral,1,INFRA,Noida,24,1
5601,2597532,No,3,30,E1,53.06,10,-28.13,No,No,Female,Direct,4,ERS,Chennai,30,1
5604,2597635,No,74,60,E1,33.33,18.52,-11.11,No,No,Male,Employee Referral,5,ERS,Chennai,29,0
5605,2597639,Yes,11,60,E3,47.37,47.37,0,No,No,Male,Agency,7,INFRA,Chennai,33,1
5606,2597654,Yes,77,60,E1,22.22,46.67,20,No,No,Male,Agency,3,ERS,Noida,32,1
5607,2597701,No,3,30,E2,82.29,82.29,0,No,No,Male,Direct,3,INFRA,Noida,29,1
5608,2597989,Yes,101,90,E1,66.67,22.22,-26.67,No,No,Male,Direct,5,BFSI,Gurgaon,30,1
5610,2598070,No,1,30,E1,31.58,28.95,-2,No,No,Male,Direct,4,CSMP,Chennai,26,1
5611,2598131,Yes,5,30,E2,71.72,71.72,0,No,No,Male,Agency,7,ERS,Chennai,30,1
5612,2598137,No,3,30,E2,11.76,11.76,0,No,No,Male,Employee Referral,6,BFSI,Bangalore,33,1
5613,2598147,No,1,60,E1,66.67,62.5,-2.5,No,No,Male,Direct,2,CSMP,Noida,25,0
5614,2598162,No,66,60,E3,35,30,-3.7,No,Yes,Male,Direct,9,INFRA,Chennai,34,1
5616,2598166,Yes,55,90,E2,25,8.75,-13,No,No,Male,Employee Referral,9,ERS,Noida,36,1
5617,2598174,No,3,30,E2,78.57,78.57,0,No,No,Male,Direct,4,INFRA,Chennai,36,1
5618,2598176,Yes,10,60,E1,33.33,33.33,0,No,No,Male,Direct,2,CSMP,Noida,25,1
5619,2598187,No,4,60,E1,66.67,62.5,-2.5,No,No,Male,Direct,2,CSMP,Noida,27,1
5620,2598194,No,11,30,E1,33.33,43.33,7.5,No,No,Male,Direct,3,CSMP,Noida,29,1
5621,2598197,Yes,0,45,E1,23.46,32.72,7.5,No,No,Male,Direct,3,CSMP,Noida,27,1
5622,2598234,No,1,30,E1,66.67,33.33,-20,No,No,Female,Direct,3,ERS,Chennai,28,1
5623,2598236,No,7,60,E1,37.5,27.5,-7.27,No,No,Male,Employee Referral,3,BFSI,Chennai,25,0
5624,2598251,No,3,30,E1,56.25,45.83,-6.67,No,No,Male,Employee Referral,3,AXON,Noida,27,1
5625,2598325,Yes,65,30,E1,-4.76,42.86,50,No,No,Male,Direct,3,INFRA,Noida,27,1
5626,2598336,No,31,45,E1,25,19.44,-4.44,No,No,Female,Direct,3,CSMP,Noida,30,1
5627,2598337,No,10,30,E2,66.67,133.33,40,No,No,Male,Direct,5,INFRA,Noida,33,1
5628,2598349,No,11,30,E1,32.35,32.35,0,No,No,Male,Agency,3,ERS,Chennai,26,1
5629,2598352,Yes,58,30,E1,66.67,100,20,No,No,Male,Direct,2,INFRA,Noida,25,1
5631,2598364,No,8,30,E1,7.14,7.14,0,No,No,Male,Direct,4,CSMP,Noida,31,1
5633,2598408,Yes,68,60,E2,66.67,16.67,-30,No,Yes,Male,Direct,8,INFRA,Gurgaon,29,1
5634,2598416,Yes,63,30,E1,55.37,55.37,0,No,No,Male,Direct,3,BFSI,Bangalore,28,1
5635,2598426,Yes,26,30,E1,50,37.5,-8.33,No,No,Male,Direct,2,INFRA,Noida,25,1
5636,2598439,Yes,98,60,E1,45.57,45.57,0,No,No,Male,Agency,4,ERS,Noida,28,1
5638,2598473,Yes,61,30,E1,60.98,23.11,-23.53,No,No,Male,Direct,4,ETS,Bangalore,28,0
5639,2598474,Yes,56,60,E2,25,25,0,No,Yes,Male,Direct,7,ETS,Bangalore,34,1
5640,2598481,No,2,30,E1,50,25,-16.67,No,No,Male,Direct,8,ETS,Bangalore,35,0
5641,2598491,No,1,30,E1,81.56,81.56,0,No,No,Male,Agency,4,ERS,Bangalore,27,1
5644,2598538,Yes,41,30,E1,29.31,7.76,-16.67,No,No,Male,Employee Referral,6,ERS,Chennai,36,1
5647,2598623,No,4,30,E1,59.57,53.19,-4,No,No,Female,Direct,3,ETS,Chennai,26,0
5648,2598640,Yes,2,30,E1,50,71.88,14.58,No,No,Female,Direct,2,INFRA,Chennai,25,1
5649,2598644,Yes,93,90,E1,77.78,77.78,0,No,Yes,Male,Direct,4,ERS,Bangalore,30,1
5650,2598653,No,8,60,E1,-4.76,42.86,50,No,No,Male,Direct,2,INFRA,Noida,26,1
5651,2598657,No,3,45,E1,3.9,42.86,37.5,No,Yes,Male,Direct,2,INFRA,Noida,27,1
5652,2598677,Yes,11,60,E1,108.33,108.33,0,No,No,Male,Direct,2,CSMP,Hyderabad,25,1
5653,2598683,No,31,30,E1,66.67,100,20,No,No,Male,Direct,2,INFRA,Noida,26,0
5654,2598692,Yes,20,60,E1,46.25,46.25,0,No,No,Female,Direct,3,CSMP,Noida,27,0
5655,2598701,Yes,60,60,E1,32.15,32.15,0,No,No,Male,Direct,2,INFRA,Noida,25,1
5656,2598744,Yes,32,30,E1,81.82,213.64,72.5,No,No,Female,Employee Referral,2,ERS,Chennai,25,1
5658,2598831,Yes,63,30,E1,70.45,47.73,-13.33,No,No,Male,Employee Referral,6,ERS,Bangalore,29,1
5659,2598910,No,1,30,E2,6.56,6.56,0,No,No,Male,Employee Referral,4,INFRA,Bangalore,31,1
5660,2599071,No,41,60,E1,69.23,81.54,7.27,No,No,Female,Employee Referral,3,BFSI,Chennai,26,0
5662,2599205,No,1,30,E1,33.33,-40,-55,No,No,Male,Employee Referral,3,INFRA,Chennai,25,1
5663,2599233,No,32,30,E1,7.69,53.85,42.86,No,No,Female,Employee Referral,3,BFSI,Chennai,27,1
5664,2599864,Yes,41,60,E1,41.67,66.67,17.65,No,No,Female,Employee Referral,3,ERS,Chennai,25,1
5665,2600990,No,1,60,E1,73.26,36.13,-21.43,No,No,Male,Employee Referral,2,INFRA,Noida,28,1
5666,2601022,No,3,30,E1,38.89,38.89,0,No,No,Male,Employee Referral,1,INFRA,Noida,25,1
5667,2601332,Yes,8,30,E1,50,-32.5,-55,No,No,Female,Employee Referral,1,INFRA,Chennai,27,1
5668,2601359,No,0,30,E1,25,-45,-56,No,No,Male,Employee Referral,2,INFRA,Noida,30,1
5670,2603926,Yes,8,60,E2,23.29,36.99,11.11,No,No,Male,Agency,7,ERS,Noida,30,1
5672,2604041,Yes,79,90,E1,20.48,13.79,-5.56,No,Yes,Male,Agency,5,ERS,Chennai,29,1
5673,2604073,No,3,30,E1,18.18,5.45,-10.77,No,No,Female,Agency,4,ERS,Noida,28,1
5675,2604103,No,6,45,E1,22.22,22.22,0,No,No,Male,Agency,4,ERS,Noida,31,0
5676,2604125,No,13,60,E1,18.18,25.45,6.15,No,No,Female,Agency,5,ERS,Noida,29,0
5677,2604143,No,5,30,E1,34.62,28.21,-4.76,No,No,Male,Employee Referral,3,INFRA,Bangalore,27,1
5678,2604163,Yes,25,60,E1,18.18,1.82,-13.85,No,No,Male,Agency,4,ERS,Noida,28,1
5679,2604165,Yes,46,45,E1,18.18,5.45,-10.77,No,No,Male,Agency,5,ERS,Noida,28,0
5682,2604190,Yes,4,60,E1,18.18,13.64,-3.85,No,No,Male,Agency,5,ERS,Noida,30,1
5683,2604219,No,2,90,E1,33.33,26.19,-5.36,No,No,Female,Employee Referral,5,BFSI,Chennai,30,1
5685,2604249,Yes,69,60,E3,2.13,2.13,0,No,No,Male,Direct,13,ETS,Bangalore,42,1
5686,2604262,No,0,30,E2,47.06,39.41,-5.2,No,No,Male,Direct,3,INFRA,Chennai,25,0
5687,2604265,No,0,30,E2,30.91,36.36,4.17,No,No,Male,Direct,3,INFRA,Chennai,29,1
5688,2604299,No,68,60,E1,47.73,59.09,7.69,No,No,Male,Agency,7,BFSI,Bangalore,34,1
5689,2604300,No,2,90,E3,21.74,16.96,-3.93,No,No,Male,Agency,10,INFRA,Noida,39,1
5690,2604320,Yes,1,60,E3,48.51,54.7,4.17,No,No,Male,Agency,6,INFRA,Chennai,31,1
5694,2604362,Yes,4,60,E1,41.03,33.33,-5.45,No,No,Male,Direct,6,EAS,Bangalore,31,1
5695,2604371,Yes,0,30,E1,18.52,7.41,-9.38,No,No,Male,Direct,6,ETS,Bangalore,32,1
5696,2604373,Yes,29,30,E2,13.33,0,-11.76,No,No,Male,Agency,9,EAS,Chennai,50,1
5697,2604385,No,0,30,E1,9.76,9.76,0,No,No,Male,Direct,4,BFSI,Bangalore,28,1
5698,2604395,No,0,30,E2,40.85,64.32,16.67,No,No,Male,Employee Referral,2,INFRA,Ahmedabad,26,1
5699,2604404,No,5,30,E1,18.18,18.18,0,No,No,Male,Direct,4,BFSI,Bangalore,28,1
5700,2604426,No,44,60,E2,49.05,28.73,-13.64,No,No,Male,Agency,9,BFSI,Chennai,35,0
5701,2604453,No,6,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,BFSI,Chennai,29,1
5702,2604457,No,16,30,E1,62.16,27.03,-21.67,No,No,Male,Agency,4,BFSI,Chennai,32,1
5704,2604484,No,69,30,E2,24.4,24.4,0,No,No,Female,Direct,7,CSMP,Chennai,34,0
5706,2604571,No,0,30,E2,60,87.2,17,No,No,Male,Direct,6,INFRA,Noida,33,1
5707,2604595,No,14,30,E1,81.82,81.82,0,No,No,Male,Agency,2,INFRA,Gurgaon,22,1
5708,2604624,No,1,30,E1,25,37.5,10,No,No,Male,Agency,3,INFRA,Chennai,30,1
5709,2604640,No,1,30,E1,38.89,20,-13.6,No,No,Female,Direct,1,INFRA,Noida,24,1
5710,2604650,No,6,60,E3,23.38,23.38,0,No,No,Female,Agency,10,INFRA,Bangalore,43,0
5711,2604677,No,1,90,E2,44.44,85.56,28.46,No,Yes,Male,Employee Referral,6,INFRA,Bangalore,30,1
5712,2604683,Yes,62,60,E1,44.23,40.38,-2.67,No,No,Male,Agency,4,EAS,Noida,32,1
5713,2604684,Yes,45,45,E1,25,16.67,-6.67,No,No,Male,Direct,3,ERS,Bangalore,25,1
5714,2604686,No,3,45,E2,37.25,47.06,7.14,No,No,Male,Agency,4,INFRA,Gurgaon,28,1
5715,2604725,Yes,7,30,E1,34.62,34.62,0,No,No,Male,Direct,5,CSMP,Noida,27,1
5716,2604744,No,7,60,E2,50,75,16.67,No,Yes,Male,Employee Referral,6,INFRA,Bangalore,32,1
5717,2604755,No,28,30,E1,16,16,0,No,No,Female,Direct,3,CSMP,Noida,27,0
5718,2604826,Yes,28,30,E2,39.58,39.58,0,No,No,Male,Direct,8,CSMP,Hyderabad,34,0
5719,2604828,Yes,11,30,E1,53.06,42.86,-6.67,No,No,Male,Direct,5,EAS,Bangalore,27,1
5720,2604848,Yes,71,60,E2,66.67,66.67,0,No,No,Male,Direct,5,EAS,Hyderabad,31,1
5721,2604860,No,15,60,E1,5.26,5.26,0,No,No,Male,Direct,3,CSMP,Noida,26,1
5723,2604882,No,0,30,E1,-4.76,42.86,50,No,No,Male,Agency,1,INFRA,Gurgaon,25,1
5724,2604885,Yes,59,30,E1,-4.76,42.86,50,No,No,Male,Agency,1,INFRA,Noida,29,1
5725,2604886,Yes,80,30,E2,37.5,37.5,0,No,No,Male,Agency,5,INFRA,Bangalore,32,1
5726,2604902,Yes,24,30,E2,44.44,33.33,-7.69,No,No,Male,Direct,5,INFRA,Bangalore,31,1
5727,2604917,Yes,66,90,E3,31.94,31.94,0,No,No,Male,Employee Referral,8,INFRA,Noida,37,1
5728,2604931,Yes,8,30,E1,15.09,15.09,0,No,No,Male,Direct,7,EAS,Bangalore,32,1
5729,2604944,Yes,35,30,E1,26.98,26.98,0,No,No,Male,Direct,6,AXON,Noida,28,0
5730,2604979,Yes,7,60,E2,12.68,5.63,-6.25,No,No,Male,Direct,11,EAS,Chennai,41,1
5732,2605044,Yes,4,90,E1,63.27,63.27,0,No,No,Female,Direct,3,ETS,Bangalore,28,1
5733,2605096,Yes,11,90,E2,47.06,20.59,-18,No,No,Male,Direct,3,INFRA,Bangalore,27,1
5734,2605142,Yes,8,90,E2,15.56,15.56,0,No,No,Male,Employee Referral,8,ERS,Chennai,29,0
5735,2605180,Yes,14,30,E2,134.38,134.38,0,No,No,Male,Direct,5,INFRA,Chennai,34,1
5736,2605184,No,64,30,E1,56.25,40.63,-10,No,No,Male,Direct,2,ERS,Chennai,25,0
5737,2605289,Yes,55,30,E1,42.41,42.41,0,Yes,No,Male,Direct,2,ERS,Chennai,25,0
5738,2605299,No,2,30,E1,44.44,44.44,0,No,No,Male,Direct,3,ETS,Noida,26,1
5739,2605332,No,68,90,E1,28.33,28.33,0,No,No,Male,Employee Referral,5,BFSI,Chennai,33,0
5741,2605569,Yes,62,60,E3,47.37,47.37,0,No,No,Male,Direct,9,Healthcare,Noida,34,1
5742,2608737,No,0,0,E2,23.08,7.69,-12.5,No,No,Male,Direct,5,INFRA,Noida,42,1
5743,2608809,No,6,30,E2,34,34,0,No,No,Male,Agency,4,INFRA,Gurgaon,27,1
5744,2608812,Yes,18,30,E1,7.14,7.14,0,No,No,Male,Direct,4,ERS,Chennai,32,1
5745,2608834,Yes,23,45,E1,25,-12.5,-30,No,No,Female,Direct,3,ERS,Chennai,27,0
5746,2608868,Yes,62,60,E2,27.75,27.75,0,No,No,Male,Agency,5,INFRA,Noida,30,1
5747,2608877,No,0,30,E2,48.94,28.55,-13.69,No,Yes,Male,Agency,4,INFRA,Hyderabad,30,1
5748,2608912,Yes,59,60,E2,33.33,40,5,No,No,Male,Direct,5,INFRA,Noida,39,1
5749,2608914,Yes,0,30,E1,46.09,28.7,-11.9,No,No,Male,Agency,4,ERS,Chennai,29,1
5750,2608927,No,5,30,E1,105.26,105.26,0,No,No,Female,Agency,2,ERS,Chennai,29,1
5751,2608967,Yes,49,60,E3,42.86,57.14,10,No,No,Male,Agency,6,INFRA,Noida,26,1
5753,2609023,No,2,30,E2,50,33.33,-11.11,No,No,Male,Agency,7,INFRA,Gurgaon,33,1
5756,2609105,Yes,60,60,E3,36.36,41.82,4,No,No,Male,Direct,7,INFRA,Noida,28,1
5757,2609117,No,66,90,E1,61.94,51.82,-6.25,No,No,Female,Employee Referral,4,ERS,Chennai,26,1
5758,2609176,Yes,5,30,E2,29.41,29.41,0,No,No,Male,Employee Referral,5,INFRA,Noida,37,1
5759,2609182,No,0,60,E3,23.13,23.13,0,No,No,Male,Agency,9,INFRA,Noida,30,1
5760,2609183,Yes,1,30,E1,30,26,-3.08,No,No,Male,Direct,4,ETS,Bangalore,34,1
5761,2609198,Yes,0,30,E2,30,100,53.85,No,No,Male,Direct,6,INFRA,Noida,31,0
5763,2609242,No,37,60,E1,26.32,26.32,0,No,No,Male,Agency,3,BFSI,Bangalore,28,1
5764,2609243,Yes,68,60,E1,125,100,-11.11,No,No,Male,Agency,3,BFSI,Bangalore,30,1
5765,2609289,No,72,30,E1,42.86,42.86,0,No,No,Female,Direct,3,BFSI,Chennai,27,1
5766,2609364,Yes,59,30,E1,50,50,0,No,No,Male,Employee Referral,1,INFRA,Noida,24,1
5767,2609417,Yes,7,60,E2,47.06,23.53,-16,No,No,Male,Agency,5,EAS,Noida,29,1
5768,2609426,Yes,0,30,E1,-4.76,42.86,50,No,No,Male,Agency,3,INFRA,Gurgaon,27,1
5769,2609432,No,0,30,E2,5.56,0,-5.26,No,Yes,Male,Agency,4,INFRA,Noida,31,1
5770,2609444,No,1,30,E1,50,5,-30,No,No,Female,Employee Referral,1,INFRA,Noida,26,1
5771,2609448,No,0,30,E1,50,37.5,-8.33,No,No,Male,Agency,1,INFRA,Noida,27,1
5772,2609462,No,22,30,E3,24.2,21.02,-2.56,No,No,Male,Agency,11,AXON,Bangalore,35,0
5774,2609474,No,68,30,E3,0,0,0,No,No,Male,Direct,10,EAS,Chennai,40,0
5775,2609496,No,6,60,E1,1.01,1.01,0,No,No,Male,Employee Referral,5,BFSI,Chennai,32,1
5776,2609499,Yes,19,30,E2,31,41.92,8.33,No,No,Male,Direct,6,INFRA,Noida,32,1
5777,2609517,Yes,31,30,E2,116.67,50,-30.77,No,No,Male,Direct,3,INFRA,Mumbai,27,1
5778,2609558,No,15,30,E2,37.25,37.25,0,No,Yes,Male,Agency,3,INFRA,Noida,25,1
5779,2609569,No,65,30,E1,28.3,-3.77,-25,No,No,Male,Direct,4,BFSI,Chennai,32,1
5780,2609594,Yes,20,90,E1,66.67,41.67,-15,No,No,Male,Agency,4,ERS,Chennai,26,0
5781,2609599,No,3,30,E1,31.58,10.53,-16,No,No,Male,Agency,3,ERS,Chennai,26,1
5782,2609626,No,21,30,E1,30,23.81,-4.76,No,No,Male,Direct,3,BFSI,Bangalore,30,1
5783,2609634,No,0,30,E1,17.02,-12.23,-25,No,No,Male,Direct,6,BFSI,Bangalore,33,1
5785,2609700,No,7,30,E1,67.44,60.47,-4.17,No,No,Male,Direct,5,ERS,Chennai,27,0
5786,2609715,No,70,30,E1,62.5,37.5,-15.38,No,No,Male,Direct,3,BFSI,Bangalore,26,0
5787,2609727,Yes,0,60,E2,20,10.67,-7.78,Yes,No,Male,Direct,5,EAS,Chennai,30,1
5788,2609739,No,1,30,E1,50,37.5,-8.33,No,No,Male,Agency,2,INFRA,Gurgaon,24,0
5789,2609771,No,99,90,E2,25,25,0,No,No,Male,Direct,8,BFSI,Bangalore,34,1
5790,2609785,Yes,31,30,E1,50,37.5,-8.33,No,No,Male,Agency,1,INFRA,Noida,25,1
5791,2609800,Yes,20,60,E2,38.46,38.46,0,No,No,Male,Direct,6,BFSI,Bangalore,28,1
5792,2609805,No,3,60,E2,33.33,32.68,-0.49,No,No,Male,Agency,8,INFRA,Noida,40,1
5793,2609812,Yes,13,30,E1,52.61,37.84,-9.68,No,No,Male,Employee Referral,7,ERS,Bangalore,30,1
5794,2609822,No,1,30,E1,66.67,66.67,0,No,No,Male,Direct,4,CSMP,Chennai,27,1
5795,2609835,No,22,30,E2,33.33,33.33,0,No,No,Female,Direct,3,INFRA,Noida,26,1
5796,2609838,Yes,35,60,E2,74.6,61.9,-7.27,No,No,Male,Direct,5,EAS,Hyderabad,30,1
5797,2609852,No,95,30,E1,33.33,66.67,25,No,Yes,Male,Direct,3,ERS,Chennai,28,1
5798,2609868,Yes,1,45,E2,39.78,31.72,-5.77,Yes,No,Male,Agency,8,ERS,Chennai,34,1
5799,2609884,Yes,4,30,E2,28.95,28.95,0,No,No,Male,Direct,4,INFRA,Noida,32,1
5800,2609943,No,6,90,E2,22.22,11.11,-9.09,No,No,Male,Employee Referral,7,AXON,Kolkata,32,1
5801,2609970,Yes,23,30,E1,15,-9.09,-20.95,No,No,Male,Direct,4,EAS,Chennai,31,1
5803,2610159,No,1,30,E2,42.65,42.65,0,No,No,Female,Direct,7,ETS,Bangalore,34,1
5804,2610295,Yes,33,60,E1,42.86,28.57,-10,No,No,Female,Employee Referral,3,EAS,Bangalore,26,1
5805,2611004,Yes,57,60,E1,54.76,54.76,0,No,No,Female,Direct,3,MMS,Chennai,25,1
5806,2611558,Yes,98,90,E2,58.82,47.06,-7.41,Yes,No,Female,Direct,7,CSMP,Bangalore,31,1
5807,2611866,Yes,113,60,E2,34.96,34.96,0,No,No,Male,Direct,8,EAS,Chennai,49,0
5808,2612108,Yes,41,30,E2,39.53,39.53,0,No,No,Male,Employee Referral,14,INFRA,Noida,33,1
5809,2613205,No,1,0,E2,85.34,23.56,-33.33,No,No,Male,Employee Referral,4,INFRA,Noida,29,1
5810,2613288,No,1,30,E1,16.77,-22.93,-34,No,No,Male,Direct,6,ERS,Chennai,30,0
5811,2613319,No,8,90,E1,30.77,30.77,0,No,No,Male,Direct,6,ERS,Chennai,27,0
5812,2613367,Yes,12,60,E1,81.82,81.82,0,No,No,Male,Agency,3,BFSI,Bangalore,26,0
5813,2613487,Yes,35,30,E2,25,25,0,No,No,Male,Agency,8,BFSI,Bangalore,43,1
5814,2613491,Yes,28,30,E1,18.18,20,1.54,No,No,Male,Agency,3,ERS,Noida,25,1
5815,2613508,Yes,1,30,E1,18.18,5.45,-10.77,No,No,Male,Agency,5,ERS,Noida,30,1
5816,2613510,Yes,21,45,E1,25,20.19,-3.85,No,No,Male,Agency,4,ERS,Bangalore,26,1
5817,2613523,Yes,77,60,E1,81.82,68.83,-7.14,No,No,Female,Agency,5,ERS,Bangalore,28,0
5818,2613536,Yes,2,60,E1,51.51,51.51,0,No,No,Female,Direct,3,INFRA,Noida,25,0
5819,2613541,Yes,27,30,E1,66.67,50,-10,No,No,Male,Agency,4,ERS,Bangalore,26,1
5820,2613549,No,6,30,E1,17.65,-6.12,-20.2,No,No,Male,Agency,6,ERS,Chennai,28,1
5821,2613550,No,13,30,E1,42.86,42.86,0,No,No,Male,Direct,0,ERS,Bangalore,26,1
5822,2613555,Yes,65,30,E1,35.42,19.79,-11.54,No,No,Male,Agency,4,ERS,Chennai,26,1
5823,2613560,Yes,67,30,E1,44.58,26.51,-12.5,No,No,Male,Agency,3,ERS,Chennai,26,1
5825,2613584,Yes,50,30,E2,13.64,13.64,0,No,No,Female,Agency,6,BFSI,Bangalore,33,0
5826,2613587,Yes,29,30,E1,30.95,30.95,0,No,No,Female,Agency,3,BFSI,Bangalore,25,1
5827,2613593,Yes,23,30,E1,38.89,38.89,0,No,No,Male,Agency,3,BFSI,Bangalore,27,1
5829,2613615,Yes,22,30,E1,33.33,33.33,0,No,No,Male,Agency,3,BFSI,Bangalore,25,1
5830,2613630,Yes,1,30,E1,20,-22,-35,No,No,Male,Direct,2,ERS,Chennai,24,1
5831,2613645,No,49,60,E2,41.51,56.6,10.67,No,No,Male,Agency,6,BFSI,Bangalore,29,1
5832,2613648,Yes,62,30,E1,56.25,56.25,0,No,No,Male,Direct,4,CSMP,Chennai,29,1
